# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "gene_id" "-a" "data/raw_external/NCTC8325.gff3.gz" "-o" "results/tables/counts.tsv" "intermediate/SRR935090.sorted.bam" "intermediate/SRR935091.sorted.bam" "intermediate/SRR935092.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	intermediate/SRR935090.sorted.bam	intermediate/SRR935091.sorted.bam	intermediate/SRR935092.sorted.bam
SAOUHSC_00427	Chromosome	427609	428613	+	1005	8	10	10
SAOUHSC_00428	Chromosome	428798	429067	-	270	1	2	3
SAOUHSC_00429	Chromosome	429216	429611	+	396	0	2	0
SAOUHSC_00430	Chromosome	429601	430086	+	486	0	1	2
SAOUHSC_00431	Chromosome	430255	431037	-	783	4	1	1
SAOUHSC_00433	Chromosome	431034	432152	-	1119	2	0	4
SAOUHSC_00434	Chromosome	432267	433151	-	885	1	0	0
SAOUHSC_00435	Chromosome	433332	437831	+	4500	3	3	1
SAOUHSC_00436	Chromosome	437849	439312	+	1464	0	2	1
SAOUHSC_00437	Chromosome	440144	441571	+	1428	0	2	1
SAOUHSC_00438	Chromosome	441635	443275	+	1641	0	1	4
SAOUHSC_00439	Chromosome	443300	444028	+	729	1	1	0
SAOUHSC_00440	Chromosome	444428	444529	+	102	0	0	0
SAOUHSC_00441	Chromosome	444667	445191	+	525	0	0	3
SAOUHSC_00442	Chromosome	445284	446957	+	1674	7	4	9
SAOUHSC_00444	Chromosome	447047	447364	+	318	3	2	15
SAOUHSC_00445	Chromosome	447371	447967	+	597	3	2	13
SAOUHSC_00446	Chromosome	448172	448270	+	99	0	0	0
SAOUHSC_00450	Chromosome	454730	456067	+	1338	0	3	0
SAOUHSC_00451	Chromosome	456069	456686	+	618	1	0	3
SAOUHSC_00452	Chromosome	456714	457043	+	330	7	5	11
SAOUHSC_00453	Chromosome	457162	457338	-	177	0	0	2
SAOUHSC_00454	Chromosome	457344	458183	+	840	2	1	3
SAOUHSC_00455	Chromosome	458184	458987	+	804	3	0	2
SAOUHSC_00456	Chromosome	459034	459351	+	318	2	0	1
SAOUHSC_00457	Chromosome	459625	460350	+	726	1	0	0
SAOUHSC_00458	Chromosome	460343	460591	+	249	1	0	0
SAOUHSC_00459	Chromosome	460593	461432	+	840	0	2	1
SAOUHSC_00460	Chromosome	461457	461612	-	156	1	0	1
SAOUHSC_00461	Chromosome	461717	463690	+	1974	20	3	24
SAOUHSC_00462	Chromosome	463721	464494	+	774	5	6	8
SAOUHSC_00463	Chromosome	464661	465197	+	537	2	0	0
SAOUHSC_00464	Chromosome	465208	466101	+	894	2	1	2
SAOUHSC_00465	Chromosome	466201	466464	+	264	7	7	8
SAOUHSC_00466	Chromosome	466774	467622	+	849	3	6	5
SAOUHSC_00467	Chromosome	467636	468460	+	825	5	6	10
SAOUHSC_00468	Chromosome	468477	468857	+	381	2	7	5
SAOUHSC_00469	Chromosome	468929	469231	+	303	2	6	4
SAOUHSC_00470	Chromosome	469421	469552	+	132	0	0	0
SAOUHSC_00471	Chromosome	469575	470927	+	1353	4	1	13
SAOUHSC_00472	Chromosome	471074	472039	+	966	16	2	24
SAOUHSC_00473	Chromosome	472097	472207	-	111	4	2	17
SAOUHSC_00474	Chromosome	472189	472842	+	654	96	21	153
SAOUHSC_00475	Chromosome	473153	473725	+	573	2	0	3
SAOUHSC_00477	Chromosome	473725	477231	+	3507	1	5	10
SAOUHSC_00479	Chromosome	477221	478747	+	1527	1	5	4
SAOUHSC_00480	Chromosome	478747	479940	+	1194	2	7	8
SAOUHSC_00481	Chromosome	479937	480200	+	264	0	1	1
SAOUHSC_00482	Chromosome	480218	480610	+	393	2	3	2
SAOUHSC_00483	Chromosome	480715	481116	+	402	17	3	19
SAOUHSC_00484	Chromosome	481296	482591	+	1296	5	2	9
SAOUHSC_00485	Chromosome	482596	483135	+	540	4	0	5
SAOUHSC_00486	Chromosome	483392	485485	+	2094	39	9	66
SAOUHSC_00487	Chromosome	485714	486595	+	882	0	0	4
SAOUHSC_00488	Chromosome	486774	487706	+	933	24	10	17
SAOUHSC_00489	Chromosome	487922	488725	+	804	0	0	3
SAOUHSC_00490	Chromosome	488703	489068	+	366	1	1	1
SAOUHSC_00491	Chromosome	489065	489541	+	477	3	0	2
SAOUHSC_00492	Chromosome	489935	490027	+	93	0	1	3
SAOUHSC_00493	Chromosome	490080	491567	+	1488	20	5	41
SAOUHSC_00497	Chromosome	498652	500034	-	1383	1	0	3
SAOUHSC_00499	Chromosome	500138	501025	+	888	5	0	14
SAOUHSC_00500	Chromosome	501029	501589	+	561	7	0	20
SAOUHSC_00501	Chromosome	501797	503011	-	1215	11	6	12
SAOUHSC_00502	Chromosome	503169	503630	+	462	6	1	3
SAOUHSC_00503	Chromosome	503727	504215	+	489	4	3	2
SAOUHSC_00504	Chromosome	504205	505212	+	1008	5	2	13
SAOUHSC_00505	Chromosome	505226	507682	+	2457	19	9	45
SAOUHSC_00506	Chromosome	507610	507768	-	159	0	0	0
SAOUHSC_00507	Chromosome	508197	509531	+	1335	3	7	7
SAOUHSC_00508	Chromosome	509574	510629	+	1056	0	13	12
SAOUHSC_00509	Chromosome	511186	512640	+	1455	8	14	31
SAOUHSC_00510	Chromosome	513063	513710	+	648	3	2	2
SAOUHSC_00511	Chromosome	513694	515094	+	1401	4	3	5
SAOUHSC_00512	Chromosome	515087	515491	+	405	0	1	0
SAOUHSC_00513	Chromosome	515499	516245	+	747	5	0	3
SAOUHSC_00514	Chromosome	516245	516769	+	525	1	2	5
SAOUHSC_00515	Chromosome	516850	517419	+	570	2	4	1
SAOUHSC_00516	Chromosome	517697	517915	+	219	5	0	5
SAOUHSC_00517	Chromosome	517928	518476	+	549	10	3	11
SAOUHSC_00518	Chromosome	518657	519079	+	423	115	9	138
SAOUHSC_00519	Chromosome	519287	519979	+	693	175	23	176
SAOUHSC_00520	Chromosome	520251	520751	+	501	150	23	211
SAOUHSC_00521	Chromosome	520794	521162	+	369	87	12	147
SAOUHSC_00523	Chromosome	521337	521945	+	609	2	0	5
SAOUHSC_00524	Chromosome	522301	525711	+	3411	79	150	142
SAOUHSC_00525	Chromosome	525875	529471	+	3597	114	181	181
SAOUHSC_00526	Chromosome	529608	529862	+	255	37	12	62
SAOUHSC_00527	Chromosome	529960	530373	+	414	80	36	167
SAOUHSC_00528	Chromosome	530439	530909	+	471	80	41	131
SAOUHSC_00529	Chromosome	531032	533113	+	2082	421	204	526
SAOUHSC_00530	Chromosome	533330	534514	+	1185	340	187	626
SAOUHSC_00531	Chromosome	534796	535971	-	1176	3	2	4
SAOUHSC_00532	Chromosome	536142	537329	+	1188	3	0	5
SAOUHSC_00533	Chromosome	537595	538473	+	879	16	5	31
SAOUHSC_00534	Chromosome	538632	540269	+	1638	0	0	1
SAOUHSC_00535	Chromosome	540483	541448	+	966	1	0	2
SAOUHSC_00536	Chromosome	541783	542859	+	1077	6	1	12
SAOUHSC_00537	Chromosome	542832	543005	+	174	1	0	0
SAOUHSC_00538	Chromosome	543109	543792	+	684	1	1	4
SAOUHSC_00539	Chromosome	543908	544570	-	663	3	3	3
SAOUHSC_00540	Chromosome	544563	545180	-	618	1	3	3
SAOUHSC_00541	Chromosome	545247	545717	+	471	2	1	2
SAOUHSC_00542	Chromosome	545864	546733	+	870	4	2	6
SAOUHSC_00543	Chromosome	546754	547320	+	567	2	0	4
SAOUHSC_A00526	Chromosome	547608	547865	-	258	0	0	0
SAOUHSC_00544	Chromosome	547751	550738	+	2988	12	2	4
SAOUHSC_00545	Chromosome	551105	555154	+	4050	34	2	1
SAOUHSC_00547	Chromosome	555273	556745	+	1473	2	0	2
SAOUHSC_00548	Chromosome	556869	558359	-	1491	4	4	5
SAOUHSC_00549	Chromosome	558641	559519	-	879	4	4	12
SAOUHSC_00550	Chromosome	559532	560197	-	666	1	2	4
SAOUHSC_00551	Chromosome	560211	560573	-	363	4	1	7
SAOUHSC_00552	Chromosome	560849	561607	+	759	2	0	1
SAOUHSC_00553	Chromosome	561684	562316	+	633	6	1	18
SAOUHSC_00554	Chromosome	562363	562866	+	504	5	0	12
SAOUHSC_00555	Chromosome	562979	563626	+	648	2	3	3
SAOUHSC_00556	Chromosome	564128	565528	+	1401	0	4	5
SAOUHSC_00557	Chromosome	566072	567448	+	1377	0	0	1
SAOUHSC_00558	Chromosome	567450	568589	+	1140	0	1	3
SAOUHSC_00559	Chromosome	568564	568929	+	366	0	0	1
SAOUHSC_00560	Chromosome	568932	569201	+	270	0	0	0
SAOUHSC_00561	Chromosome	569402	569569	-	168	5	8	2
SAOUHSC_00562	Chromosome	570076	570906	-	831	3	2	4
SAOUHSC_00564	Chromosome	571090	571746	+	657	1	0	1
SAOUHSC_00565	Chromosome	571747	572127	+	381	2	0	5
SAOUHSC_00567	Chromosome	572260	572628	+	369	1	0	1
SAOUHSC_00569	Chromosome	572749	574233	+	1485	3	3	2
SAOUHSC_00571	Chromosome	574375	574827	-	453	0	0	1
SAOUHSC_00572	Chromosome	574840	575490	-	651	0	0	1
EBG00001047250	Chromosome	575845	575983	-	139	0	0	0
SAOUHSC_00573	Chromosome	576153	576905	-	753	5	3	17
SAOUHSC_00574	Chromosome	577073	578059	+	987	15	3	29
SAOUHSC_00575	Chromosome	578134	578898	+	765	7	2	18
SAOUHSC_00577	Chromosome	579485	580405	+	921	2	0	7
SAOUHSC_00578	Chromosome	580410	581393	+	984	2	0	2
SAOUHSC_00579	Chromosome	581406	582482	+	1077	6	1	5
SAOUHSC_00580	Chromosome	582659	583000	+	342	1	0	1
SAOUHSC_00581	Chromosome	583052	584374	-	1323	3	0	2
SAOUHSC_00582	Chromosome	584361	584777	-	417	1	0	0
SAOUHSC_00583	Chromosome	584859	584960	+	102	0	0	0
SAOUHSC_00584	Chromosome	585426	586835	+	1410	3	0	1
SAOUHSC_00585	Chromosome	586908	587465	+	558	0	0	0
SAOUHSC_00586	Chromosome	587591	588232	+	642	1	0	1
SAOUHSC_00587	Chromosome	588392	588937	+	546	1	1	0
SAOUHSC_00588	Chromosome	589012	589641	+	630	0	0	2
SAOUHSC_00589	Chromosome	589698	589814	+	117	0	0	0
SAOUHSC_00591	Chromosome	589837	590430	+	594	1	0	0
SAOUHSC_00592	Chromosome	590589	591230	+	642	0	0	0
SAOUHSC_00593	Chromosome	591277	591744	+	468	0	0	1
SAOUHSC_00595	Chromosome	591777	591905	+	129	0	0	0
SAOUHSC_00596	Chromosome	592358	592987	+	630	0	0	2
SAOUHSC_00598	Chromosome	593183	593752	+	570	0	0	0
SAOUHSC_00599	Chromosome	593789	594424	+	636	0	0	0
SAOUHSC_00600	Chromosome	594375	594635	+	261	0	0	1
SAOUHSC_00602	Chromosome	594659	595285	+	627	0	0	1
SAOUHSC_00603	Chromosome	595555	596493	+	939	1	5	2
SAOUHSC_00604	Chromosome	596704	597240	+	537	1	2	2
SAOUHSC_00605	Chromosome	597409	597885	+	477	0	4	5
SAOUHSC_00606	Chromosome	597925	599220	+	1296	10	11	4
SAOUHSC_00607	Chromosome	599248	599769	+	522	1	6	6
SAOUHSC_00608	Chromosome	600268	601278	+	1011	0	0	1
SAOUHSC_00609	Chromosome	601353	601460	+	108	0	0	0
SAOUHSC_00610	Chromosome	601586	601969	+	384	0	1	1
SAOUHSC_00611	Chromosome	601966	603627	+	1662	5	2	9
SAOUHSC_00612	Chromosome	604016	604651	+	636	0	0	0
SAOUHSC_00613	Chromosome	605090	605917	+	828	0	0	0
SAOUHSC_00614	Chromosome	606065	607015	+	951	2	1	0
SAOUHSC_00615	Chromosome	607070	607789	+	720	2	0	4
SAOUHSC_00616	Chromosome	607773	608573	+	801	0	0	8
SAOUHSC_00617	Chromosome	608709	609215	+	507	6	1	8
SAOUHSC_00618	Chromosome	609377	610093	+	717	1	1	2
SAOUHSC_00619	Chromosome	610262	611050	+	789	0	2	0
SAOUHSC_00620	Chromosome	611301	611675	-	375	7	3	13
SAOUHSC_00621	Chromosome	612623	613516	-	894	2	0	0
SAOUHSC_00622	Chromosome	613747	614088	-	342	0	0	0
SAOUHSC_00624	Chromosome	614350	614910	+	561	0	0	0
SAOUHSC_00625	Chromosome	614929	617331	+	2403	0	1	1
SAOUHSC_00626	Chromosome	617318	617743	+	426	0	0	0
SAOUHSC_00627	Chromosome	617740	618084	+	345	0	0	0
SAOUHSC_00628	Chromosome	618074	619570	+	1497	1	2	0
SAOUHSC_00629	Chromosome	619571	620053	+	483	0	1	1
SAOUHSC_00630	Chromosome	620013	620339	-	327	1	1	0
SAOUHSC_00632	Chromosome	620306	620764	+	459	0	1	0
SAOUHSC_00633	Chromosome	621143	623146	+	2004	6	3	6
EBG00001047423	Chromosome	623341	623780	+	440	45	27	7
SAOUHSC_00634	Chromosome	624572	625510	-	939	92	39	4
SAOUHSC_00636	Chromosome	625507	626343	-	837	50	20	4
SAOUHSC_00637	Chromosome	626337	627080	-	744	63	17	8
SAOUHSC_00638	Chromosome	627202	627846	+	645	3	1	3
SAOUHSC_00639	Chromosome	627926	628678	-	753	0	0	0
SAOUHSC_00640	Chromosome	628914	629678	+	765	4	9	6
SAOUHSC_00641	Chromosome	629739	630533	-	795	2	5	6
SAOUHSC_00642	Chromosome	630880	631692	+	813	9	1	12
SAOUHSC_00643	Chromosome	631791	632894	+	1104	2	0	1
SAOUHSC_00644	Chromosome	632891	633952	+	1062	1	2	3
SAOUHSC_00645	Chromosome	634015	634413	+	399	0	0	0
SAOUHSC_00646	Chromosome	634530	635825	-	1296	3	2	5
SAOUHSC_00647	Chromosome	636246	637973	+	1728	2	0	5
SAOUHSC_00648	Chromosome	638332	639561	+	1230	13	10	12
EBG00001047278	Chromosome	639711	639887	+	177	0	0	0
SAOUHSC_00650	Chromosome	639816	639908	+	93	0	0	0
SAOUHSC_00651	Chromosome	640086	640919	+	834	1	6	4
SAOUHSC_00652	Chromosome	641201	641998	+	798	1	0	4
SAOUHSC_00653	Chromosome	642034	643038	+	1005	2	0	6
SAOUHSC_00654	Chromosome	643035	644051	+	1017	1	0	6
SAOUHSC_00655	Chromosome	644285	645253	+	969	0	0	0
SAOUHSC_00656	Chromosome	645295	645879	+	585	0	0	0
SAOUHSC_00658	Chromosome	645872	646234	+	363	0	1	0
SAOUHSC_00659	Chromosome	646350	646847	+	498	9	1	21
SAOUHSC_00660	Chromosome	647303	648370	+	1068	16	3	23
SAOUHSC_00661	Chromosome	648521	649564	+	1044	1	2	1
SAOUHSC_A00635	Chromosome	649729	649917	-	189	0	0	2
SAOUHSC_00662	Chromosome	649893	650321	+	429	0	0	3
SAOUHSC_00663	Chromosome	650530	651036	-	507	2	2	2
SAOUHSC_00664	Chromosome	651149	652072	+	924	0	1	2
SAOUHSC_00665	Chromosome	652088	652762	+	675	0	1	1
SAOUHSC_00666	Chromosome	652755	653795	+	1041	3	0	4
SAOUHSC_00667	Chromosome	653939	654700	+	762	1	1	0
SAOUHSC_00668	Chromosome	654690	656579	+	1890	5	3	9
SAOUHSC_00669	Chromosome	657304	657921	+	618	7	17	11
SAOUHSC_00670	Chromosome	657937	658944	+	1008	6	43	14
SAOUHSC_00671	Chromosome	659532	660329	-	798	9	5	33
SAOUHSC_00672	Chromosome	660690	661334	+	645	1	3	7
SAOUHSC_00673	Chromosome	662031	664181	+	2151	2	2	5
SAOUHSC_00674	Chromosome	664261	664686	+	426	3	0	6
SAOUHSC_00675	Chromosome	664876	665592	+	717	3	1	3
SAOUHSC_00676	Chromosome	665592	666065	+	474	5	3	3
SAOUHSC_00677	Chromosome	666157	666273	+	117	0	0	0
SAOUHSC_00678	Chromosome	666418	667062	+	645	4	0	1
SAOUHSC_00679	Chromosome	667178	668044	+	867	5	0	5
SAOUHSC_00680	Chromosome	668104	668199	+	96	0	0	1
SAOUHSC_00681	Chromosome	668245	669465	+	1221	1	2	3
SAOUHSC_00682	Chromosome	669462	669950	+	489	1	0	1
SAOUHSC_00683	Chromosome	670049	670738	-	690	0	0	2
SAOUHSC_00684	Chromosome	670865	671308	+	444	0	0	0
SAOUHSC_00685	Chromosome	671375	671770	+	396	1	5	2
SAOUHSC_00686	Chromosome	671908	672207	+	300	1	2	3
SAOUHSC_00687	Chromosome	672287	672829	+	543	1	0	1
SAOUHSC_00688	Chromosome	672925	673491	-	567	0	1	4
SAOUHSC_00689	Chromosome	673493	673951	-	459	1	1	2
SAOUHSC_00690	Chromosome	673954	674637	-	684	1	0	1
SAOUHSC_00691	Chromosome	674809	675684	-	876	2	3	4
SAOUHSC_00692	Chromosome	675903	677534	+	1632	1	1	2
SAOUHSC_00693	Chromosome	677531	679204	+	1674	1	3	5
SAOUHSC_00694	Chromosome	679331	679774	-	444	31	28	56
SAOUHSC_00695	Chromosome	680001	680927	+	927	0	1	1
SAOUHSC_00696	Chromosome	681030	681938	+	909	4	2	3
SAOUHSC_00697	Chromosome	681973	682260	+	288	0	0	2
SAOUHSC_00698	Chromosome	682543	684096	+	1554	0	2	2
SAOUHSC_00699	Chromosome	684182	685555	+	1374	1	0	6
SAOUHSC_00700	Chromosome	685710	686057	-	348	0	1	2
SAOUHSC_00701	Chromosome	685991	686608	-	618	2	0	3
SAOUHSC_00702	Chromosome	686794	687216	-	423	0	0	3
SAOUHSC_00703	Chromosome	687425	688591	+	1167	3	3	1
SAOUHSC_00704	Chromosome	688884	689336	+	453	2	3	0
SAOUHSC_00705	Chromosome	689510	689992	+	483	0	0	0
SAOUHSC_00706	Chromosome	690242	691006	+	765	2	0	4
SAOUHSC_00707	Chromosome	691003	691923	+	921	4	0	4
SAOUHSC_00708	Chromosome	691929	693887	+	1959	7	1	16
SAOUHSC_00709	Chromosome	693941	694114	-	174	0	0	0
SAOUHSC_00710	Chromosome	694195	695376	+	1182	1	6	5
SAOUHSC_00711	Chromosome	695597	696946	+	1350	4	4	14
SAOUHSC_00712	Chromosome	697168	698007	+	840	0	0	2
SAOUHSC_00713	Chromosome	698139	699122	+	984	1	0	4
SAOUHSC_00714	Chromosome	699194	700249	-	1056	9	1	7
SAOUHSC_00715	Chromosome	700249	700935	-	687	10	3	4
SAOUHSC_00716	Chromosome	700910	701383	-	474	4	1	1
SAOUHSC_00717	Chromosome	701725	702165	-	441	2	0	2
SAOUHSC_00718	Chromosome	702445	703029	-	585	4	0	4
SAOUHSC_00719	Chromosome	703128	703841	-	714	2	3	5
SAOUHSC_00720	Chromosome	703845	704264	-	420	0	1	2
SAOUHSC_00721	Chromosome	704266	704934	-	669	0	0	4
SAOUHSC_00722	Chromosome	705285	705878	+	594	0	0	1
SAOUHSC_00723	Chromosome	705862	707013	+	1152	0	0	1
SAOUHSC_00724	Chromosome	707013	707621	+	609	3	0	2
SAOUHSC_00725	Chromosome	707687	707893	+	207	0	0	0
EBG00001047248	Chromosome	707753	707832	+	80	0	0	0
SAOUHSC_00726	Chromosome	707981	708691	+	711	0	1	0
SAOUHSC_00727	Chromosome	708675	709679	+	1005	2	2	9
SAOUHSC_00728	Chromosome	710153	712093	+	1941	31	17	66
SAOUHSC_A00703	Chromosome	712235	712393	-	159	0	0	0
SAOUHSC_00729	Chromosome	712364	714247	+	1884	3	4	5
SAOUHSC_00730	Chromosome	714259	716040	+	1782	0	1	8
SAOUHSC_00731	Chromosome	716262	717239	+	978	2	12	2
SAOUHSC_00732	Chromosome	717232	718746	+	1515	5	29	2
SAOUHSC_00733	Chromosome	718986	720044	+	1059	0	3	1
SAOUHSC_00734	Chromosome	720395	720937	+	543	0	3	3
SAOUHSC_00735	Chromosome	721050	721148	+	99	0	0	0
SAOUHSC_00736	Chromosome	721561	722478	-	918	0	0	0
SAOUHSC_00737	Chromosome	722569	722670	+	102	0	0	0
SAOUHSC_00738	Chromosome	722748	724253	-	1506	33	0	25
SAOUHSC_00739	Chromosome	724594	725094	-	501	5	3	7
SAOUHSC_00740	Chromosome	725114	725848	-	735	3	1	4
SAOUHSC_00741	Chromosome	726781	727179	+	399	2	0	9
SAOUHSC_00742	Chromosome	727082	729247	+	2166	31	7	46
SAOUHSC_00743	Chromosome	729365	730336	+	972	20	4	22
SAOUHSC_00744	Chromosome	730469	730573	+	105	0	0	0
SAOUHSC_00745	Chromosome	730850	731005	+	156	0	0	0
SAOUHSC_00746	Chromosome	731044	732015	+	972	0	0	0
SAOUHSC_00747	Chromosome	732002	732958	+	957	1	0	1
SAOUHSC_00748	Chromosome	732955	733716	+	762	0	0	1
SAOUHSC_00749	Chromosome	733835	734863	+	1029	3	0	2
SAOUHSC_00751	Chromosome	735180	735494	-	315	0	2	3
SAOUHSC_00752	Chromosome	735512	736435	-	924	4	1	10
SAOUHSC_00753	Chromosome	736562	737080	-	519	1	0	3
SAOUHSC_00754	Chromosome	737200	738078	+	879	2	0	3
SAOUHSC_00755	Chromosome	738232	738552	+	321	3	0	3
SAOUHSC_00756	Chromosome	738977	740101	+	1125	8	1	6
SAOUHSC_00757	Chromosome	740290	741516	-	1227	7	4	14
SAOUHSC_00758	Chromosome	741530	742024	-	495	2	1	4
SAOUHSC_00759	Chromosome	742042	742803	-	762	1	0	2
SAOUHSC_00760	Chromosome	742999	744069	-	1071	4	2	5
SAOUHSC_00762	Chromosome	744387	745442	+	1056	5	1	7
SAOUHSC_00763	Chromosome	745612	746253	-	642	1	3	1
SAOUHSC_00764	Chromosome	746397	746780	+	384	9	2	9
SAOUHSC_00765	Chromosome	747288	748226	+	939	0	0	0
SAOUHSC_00766	Chromosome	748219	748893	+	675	0	0	0
SAOUHSC_00767	Chromosome	748954	749526	+	573	4	5	5
SAOUHSC_00769	Chromosome	749940	752471	+	2532	16	1	30
SAOUHSC_00770	Chromosome	752513	752617	+	105	0	0	0
SAOUHSC_00771	Chromosome	753021	753896	+	876	2	0	3
SAOUHSC_00772	Chromosome	754050	754157	+	108	0	0	0
SAOUHSC_00773	Chromosome	754305	755144	+	840	0	0	0
SAOUHSC_00774	Chromosome	755318	755968	+	651	5	0	2
SAOUHSC_00775	Chromosome	755965	756201	+	237	0	0	1
SAOUHSC_00776	Chromosome	756470	757501	+	1032	0	0	2
SAOUHSC_00778	Chromosome	757511	758527	+	1017	0	0	0
SAOUHSC_A00747	Chromosome	758565	758723	-	159	0	0	0
SAOUHSC_00779	Chromosome	758680	759654	+	975	0	1	2
SAOUHSC_00780	Chromosome	759662	762508	+	2847	5	3	8
SAOUHSC_00781	Chromosome	763170	764102	+	933	2	2	3
SAOUHSC_00782	Chromosome	764108	764947	+	840	1	2	2
SAOUHSC_00783	Chromosome	764955	765440	+	486	1	1	0
SAOUHSC_00784	Chromosome	765448	766887	+	1440	4	4	9
SAOUHSC_00785	Chromosome	766954	767889	+	936	12	4	14
SAOUHSC_00786	Chromosome	768263	768688	-	426	1	0	1
SAOUHSC_00787	Chromosome	768982	769794	+	813	4	0	2
SAOUHSC_00788	Chromosome	769791	770786	+	996	2	2	8
SAOUHSC_00789	Chromosome	770896	771840	+	945	2	1	4
SAOUHSC_00790	Chromosome	772413	773000	+	588	18	3	36
SAOUHSC_00792	Chromosome	773243	774145	-	903	1	1	2
EBG00001047307	Chromosome	774294	774417	-	124	0	0	0
SAOUHSC_00793	Chromosome	774848	775477	+	630	1	0	0
SAOUHSC_00794	Chromosome	776119	777132	+	1014	65	3	60
SAOUHSC_00795	Chromosome	777185	778195	+	1011	135	13	156
SAOUHSC_00796	Chromosome	778334	779524	+	1191	21	3	33
SAOUHSC_00797	Chromosome	779646	780407	+	762	27	2	28
SAOUHSC_00798	Chromosome	780410	781927	+	1518	45	3	42
SAOUHSC_00799	Chromosome	782057	783361	+	1305	66	103	118
SAOUHSC_00800	Chromosome	783701	784159	+	459	1	1	3
SAOUHSC_00801	Chromosome	784184	784459	+	276	2	4	4
SAOUHSC_00802	Chromosome	784575	785315	+	741	3	2	3
SAOUHSC_00803	Chromosome	785349	787721	+	2373	18	3	15
SAOUHSC_00804	Chromosome	787743	788207	+	465	3	0	3
SAOUHSC_00805	Chromosome	788981	789262	+	282	0	0	1
SAOUHSC_00806	Chromosome	789529	789852	-	324	0	0	0
SAOUHSC_00807	Chromosome	789868	790014	-	147	1	0	0
SAOUHSC_00808	Chromosome	790206	790934	-	729	1	1	1
SAOUHSC_00809	Chromosome	791370	791525	+	156	0	0	0
SAOUHSC_00810	Chromosome	791533	792054	+	522	0	0	0
SAOUHSC_00811	Chromosome	792193	792723	+	531	1	0	0
SAOUHSC_00812	Chromosome	792986	795769	+	2784	2	4	7
SAOUHSC_00813	Chromosome	795990	796109	+	120	0	0	0
SAOUHSC_00814	Chromosome	796163	797515	+	1353	0	0	0
SAOUHSC_00816	Chromosome	797866	798888	+	1023	0	1	0
SAOUHSC_00817	Chromosome	799223	799693	+	471	0	1	0
SAOUHSC_00818	Chromosome	800034	800720	+	687	0	1	0
SAOUHSC_00819	Chromosome	801077	801277	+	201	22	0	8
SAOUHSC_00820	Chromosome	801773	801991	-	219	1	0	1
SAOUHSC_00821	Chromosome	802053	802337	-	285	0	0	1
SAOUHSC_00822	Chromosome	802425	802994	-	570	1	0	0
SAOUHSC_00823	Chromosome	803182	803370	-	189	1	0	1
SAOUHSC_00824	Chromosome	803399	803659	-	261	2	0	1
SAOUHSC_00825	Chromosome	804000	804203	+	204	0	3	1
SAOUHSC_00826	Chromosome	804200	804436	-	237	1	2	0
SAOUHSC_00827	Chromosome	804682	805242	+	561	1	2	1
SAOUHSC_00828	Chromosome	805315	805932	-	618	3	0	2
SAOUHSC_00830	Chromosome	806087	806581	-	495	3	0	3
SAOUHSC_00831	Chromosome	806980	807402	-	423	0	1	0
SAOUHSC_00832	Chromosome	807550	808266	+	717	0	0	0
SAOUHSC_00833	Chromosome	808349	808888	+	540	2	1	4
SAOUHSC_00834	Chromosome	809038	809358	-	321	0	1	6
SAOUHSC_00835	Chromosome	809502	809858	+	357	0	1	4
SAOUHSC_00836	Chromosome	810016	810396	+	381	7	4	18
SAOUHSC_00837	Chromosome	810460	810573	+	114	0	0	1
SAOUHSC_00838	Chromosome	810575	811453	+	879	0	1	0
SAOUHSC_00839	Chromosome	811872	811985	+	114	0	0	0
SAOUHSC_00840	Chromosome	812195	812581	+	387	1	0	1
SAOUHSC_00841	Chromosome	812574	812870	+	297	0	0	1
SAOUHSC_00842	Chromosome	813120	814145	+	1026	3	0	4
SAOUHSC_00843	Chromosome	814138	814833	+	696	1	1	0
SAOUHSC_00844	Chromosome	814851	815672	+	822	1	0	0
SAOUHSC_00845	Chromosome	816026	816220	+	195	0	2	0
SAOUHSC_00846	Chromosome	816453	817304	-	852	5	6	8
SAOUHSC_00847	Chromosome	817632	818393	+	762	7	11	10
SAOUHSC_00848	Chromosome	818491	819798	+	1308	11	22	24
SAOUHSC_00849	Chromosome	819904	821154	+	1251	7	14	16
SAOUHSC_00850	Chromosome	821144	821608	+	465	3	13	9
SAOUHSC_00851	Chromosome	821759	823156	+	1398	19	30	26
SAOUHSC_00852	Chromosome	823343	823480	+	138	0	0	0
SAOUHSC_00853	Chromosome	823486	823800	-	315	0	1	0
SAOUHSC_00854	Chromosome	824165	825205	+	1041	2	1	0
SAOUHSC_00855	Chromosome	825219	826286	+	1068	0	0	1
SAOUHSC_00857	Chromosome	826353	826451	+	99	0	0	0
SAOUHSC_00858	Chromosome	826499	827347	+	849	0	2	1
SAOUHSC_00859	Chromosome	827360	828187	+	828	0	2	5
SAOUHSC_00860	Chromosome	828214	829533	+	1320	3	2	7
SAOUHSC_00861	Chromosome	829617	830534	+	918	7	6	27
SAOUHSC_00862	Chromosome	830664	831047	+	384	2	1	4
SAOUHSC_00863	Chromosome	831126	831392	-	267	0	1	1
SAOUHSC_00864	Chromosome	831490	831924	+	435	1	0	3
SAOUHSC_00865	Chromosome	831924	832703	+	780	3	0	5
SAOUHSC_00866	Chromosome	832811	833695	+	885	2	1	7
